MAPK1,MAPK3,RAF1,BRAF,MAP2K1,KRAS,EGFR,PIK3CA,AKT1,AKT2,MTOR,PTEN,PDK1,TP53,MDM2,CDKN1A,BAX,BCL2,CCND1,CDK4,CDK6,RB1,E2F1,CCNB1,NFKB1,RELA,TNF,IL6,IL1B,IKBKB,CXCL8,CTNNB1,APC,GSK3B,AXIN1,MYC,LRP6,GAPDH,ACTB,B2M
1.5274198335674178,1.637430188143492,1.509515869626819,1.55876262668019,1.510139172670257,1.2214672590464333,1.454249049495793,-1.6843420676768184,-1.665117270995613,-1.2233458826153767,-1.626486907444622,1.3644972111996712,-1.4116477274381152,0.0030113718328968475,0.11337787397316816,-0.049186994493379266,0.1440377771216545,-0.20616019230690547,0.4058653144522052,0.019759217395371127,0.13267389986418043,0.13915574867119454,0.0319034087811505,0.10911894487112711,-0.049938640309169086,0.2537515190835653,0.3029880974981879,0.14861841011597904,0.22583852597081538,0.2155448819730721,0.05467364962527146,1.1524484957994596,-0.8934764514102987,-0.8008678109243986,-0.6897105330565545,0.9266655419737475,0.7998457580998124,-1.4495442085850332,-0.457536657928952,-0.24429059626164482
-0.4835218958533551,-0.3854383160640997,-0.3566984137512258,-0.1345017102182532,-0.34300215177000704,-0.45099811462930955,-0.7050723860355115,0.9142631264353048,0.6576057279186118,0.914552131004633,0.7623590063084715,-0.7743822670622625,0.9788495465124059,0.37997679232164694,-0.7092817333019211,0.7849423933884386,0.43449392607214055,-0.7253697946712014,-1.1232567366705903,-1.0295547295807304,-1.1875419664571656,0.8820300423955746,-0.8994749617727391,-1.0907154395371297,-0.6413976045613893,-0.419198532834797,-0.45680780700224943,-0.277976869412298,-0.307248420283471,-0.48507006860597784,-0.29566452529069204,-0.9419298690044191,0.6186237861201664,0.7967508496236557,0.5464666497919701,-0.9063748806521372,-0.9151498680383577,0.47943139663638706,0.13492868404931957,0.12442050943705563
-0.08256934767681426,-0.24790467921246334,0.06870858808369097,-0.1825877142914038,-0.09000241367682302,0.01811690690782616,-0.172326818220566,-1.5018511579740588,-1.5068290282399164,-1.263535248635973,-1.2317767396926,1.2283809821682035,-1.2615735885495778,-1.3206206106393674,0.9893230031933065,-1.3797294945055452,-1.2263609213249007,1.3485678916655996,-2.222070601986622,-1.6041677406191601,-1.7565869248509218,1.7542630822233658,-1.904088986068941,-1.6719007952622786,-1.6279456732652449,-1.4380146562992167,-1.1586832590994711,-1.3156323136115566,-1.5339230254757477,-1.203274771943434,-1.236354698695092,1.138592970713508,-0.9480909265317855,-0.7993256679464883,-0.9727846991250299,0.932173915237237,0.8737390313746914,-0.6082955207555212,0.5468612131710784,-1.9621421095987885
0.41148944524572145,0.544623764750089,0.42572431699095653,0.34975738037426457,0.4449381020341464,0.11634455580162611,0.4993961568744946,-1.2786469309937354,-1.219477038859764,-1.3714510098252426,-1.2230301488248907,1.0556427435528293,-1.2670702637724756,0.023820226237416323,-0.2073178922500357,0.30465150274332287,0.5222671788470983,-0.5773396137989298,-1.5492798500567495,-1.529325837932339,-1.5613317124845985,1.5884492821082066,-1.6425357800930105,-1.5550748693639422,0.34054334678912673,0.36529215663903053,0.5645897485431515,0.2433764704521951,0.305861323491313,0.6325197781895961,0.27628119859178973,0.12417532881351814,-0.22438385526824842,-0.15741052471840494,-0.03078473447677406,0.268713373879491,-0.04995581583285398,0.31192794937753515,0.47998739958850695,1.039575143978578
-0.764634235501991,-0.864736841253865,-0.755194206930665,-0.7135107127549689,-0.7558929849358313,-0.8815969825955914,-0.627432040366385,-0.5268929838583827,-0.2824766567307424,-0.2717191857766815,-0.4631348042378657,0.5328142524657086,-0.385638283890169,-0.20811395651883371,-0.02453708396434008,-0.03661508048141171,0.24581295430502842,0.020285229095277635,0.3533346976388634,0.41749643173006395,0.27854874501163296,-0.4402064954211561,0.46444421837560546,0.4101584851546855,0.191027866463387,0.2694334405831865,0.036208509818858814,0.31268729913256477,0.1306275449433364,-0.008733893564814493,0.12610312798511147,0.6165524691166842,-0.7622098264157573,-0.6523159279908828,-0.4249559923935763,0.8016980700639418,0.7667759336255278,-0.04170540176696689,-0.3088988647847681,-0.41501263595324045
0.014812794976618143,0.24421087197643532,-0.0014651388581113855,-0.06720254785402759,0.15136350473255514,0.0009134169580712324,0.007831656270234133,1.0481364450204254,0.7685809362681608,0.7844922299334802,0.7328695335670046,-0.5114259231201967,0.6074652783732655,-0.7954630263680873,1.2494017325254536,-1.2564631476296093,-1.3464384007241652,1.0660521557478015,-1.3461105564469371,-0.9716016161009355,-1.0984184503756749,0.9721917976840498,-0.7516769873395173,-0.837696393599569,-0.02158215591382512,0.16732012060993717,0.012787408556079329,0.43573675156154074,0.05369570428406883,-0.17148904564547637,0.11382939501410426,1.324984537118881,-1.036549411476444,-1.1587613145712496,-1.164372344746087,1.4912480895582978,1.5975757129265336,0.3840512371679951,1.3787835646884938,0.16810684022467526
0.011681200409731972,0.2791069574425382,0.4386226345028709,0.011267980001031838,0.1944861779466366,-0.3281049663818997,-0.22935565661368681,0.15443053669462928,0.1587280476107399,0.2003056911860458,0.10596891819689236,-0.02497107825460096,0.2964427573020885,1.0222668258368233,-1.1329968270590456,0.859523333701622,1.07681879861986,-1.2688583052688813,1.1206459928756423,1.3282011747118743,1.1386142444501464,-1.051500136906526,1.091718551505755,0.8307258192001473,-0.368481699862376,-0.4041367665555566,-0.34717969344405963,-0.1331417032136492,-0.3605683125603751,-0.3943796846084119,-0.32871452294765047,-0.3448657115916177,0.5243008787678648,0.5284465670671368,0.5053379109569658,-0.7094255344377627,-0.6425846877280097,0.5447706007222839,0.7225320690220774,-1.375079555017278
-1.8363932465296127,-1.4904194271202211,-1.3736233713755213,-1.5374396301606637,-1.3276797298337306,-1.7799429058248069,-1.2056930394983847,0.9481879784766314,0.8559840172512962,0.7063676438408407,0.6175693661053672,-0.6218772035068264,0.9170298559736925,-0.4667911187711248,0.5403647295949032,-0.5436599133136357,-0.46250196449861314,0.5754007915210411,1.6165058240173331,1.2852429741199862,1.156284123957234,-1.0786366099936833,0.8756201375740125,1.3049639328742175,-0.7191908093582275,-0.8214795965452585,-0.897253020390946,-0.8671274409869151,-0.744029962158579,-0.7051979951402841,-0.49012577628770293,-0.826450027675387,0.7475832558273612,0.7455988419312677,0.5979942056959583,-0.6319823361524791,-0.3644228737909639,-1.3141525999427925,0.9702691231154214,2.370620982539924
1.0850384230004932,1.0845084524158055,0.9873605124961535,0.8162642903255628,0.8835646563457915,0.8828289534783215,1.0116568544687048,-0.5264092583380009,-0.48608020783153916,-0.4923580238190801,-0.3776845211126936,0.5287574120759183,-0.5347515615240008,0.6155041014259645,-0.6450409071869503,0.7023676905527783,0.5516238718411619,-0.6730573603985055,0.008353767134804513,-0.353858146041973,-0.38950028540177184,0.2524774870665192,-0.5254559242329934,-0.2644586229901609,-0.39010005223773847,-0.3814306816173725,-0.21711317077790493,-0.08048714458338696,-0.3370447326422019,-0.06527310308003528,-0.15584713552344387,0.26291024724640993,-0.20701694621989744,-0.35248346469798447,-0.09893549855731715,0.28443776771545787,0.3751890189174556,-0.1430246842651897,0.24676622908481508,0.6236847050878203
0.7591021449169201,0.3632641140329594,0.5872813826866292,0.40461905609827764,0.32912597638215413,0.6118444532992452,0.6166579435745312,-0.34588232642659544,-0.18982651340033377,-0.04458947021648205,-0.27762348288377164,-0.013185859920827103,-0.2435458533273453,-0.3161284994770801,0.61853322781687,-0.688390807831041,-0.5181800090593993,0.2954426406322778,1.6006038251842813,1.674023935682819,1.262361302216619,-1.0820807345010222,1.4932379158217886,1.1327346698052796,0.41449434350646763,0.16279273202180963,0.24826435649618614,0.18210313268916106,0.3601752359636663,-0.03582269914653616,0.17401879803564813,-0.9148063462189306,1.086174513180031,0.7732852988025705,0.683044706201626,-0.7447580516836692,-0.9075013340276685,0.16210259060537593,0.21083010610452266,-1.913134851150361
